trial_idx,score,batch_size,partition_strategy,partition_shards,tile_pipeline,total_latency_cycles,compute_cycles,memory_stall_cycles,io_injection_cycles,allreduce_cycles,vc_wait_cycles,buffer_wait_cycles,link_wait_cycles,pipeline_cycles,gateway_noc_hops,gateway_peak_load,network_throughput,network_saturation,pe_type,pe_width,cube_startup_cycles,cube_steady_cycles,noc_topology,noc_routing,noc_flow_control,noc_num_vcs,noc_buffer_depth,now_topology,now_routing,now_flow_control,gateways_per_reticle,gateway_policy,io_distribution_policy
99,-1449226.216,4,entwined_ring,1,True,907669,1302579,1034712,3942,0,234126,0,0,439140,216,0,22.815698979736833,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,8,flat_butterfly,xy,wormhole,1,load_aware,round_robin
100,-1227505.416,4,hybrid_nk,1,False,706038,657474,1034712,3942,0,33228,0,0,294216,216,0,205.27128611608285,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,8,mesh2d,table_based,wormhole,8,nearest,round_robin
101,-884395.894,4,block,4,True,523732,648243,518200,4681,8406,1006275,0,0,543360,194,0,8.86638835509023,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,1,8,mesh2d,ugal,wormhole,1,nearest,nearest
102,-1228335.212,4,row,1,False,708613,657474,1034712,3449,0,16762,0,0,381444,212,0,123.18796992481202,1.0,cube,16,27,5,torus2d,xy,wormhole,4,4,mesh2d,table_based,credit_vc,4,nearest,load_aware
103,-226997.31199999998,4,entwined_ring,7,True,151486,188687,149294,3449,7300,1743,0,0,844494,212,0,31.43859649122807,0.06825657894736842,cube,16,27,5,flat_butterfly,ugal,wormhole,4,8,flat_butterfly,xy,wormhole,2,nearest,load_aware
104,-2326757.44,16,k_split,1,False,1792895,2629698,1040472,7392,0,121470,0,0,2596668,1040,0,137.35677317250523,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,16,flat_butterfly,table_based,credit_vc,2,nearest,load_aware
105,-4050123.84,16,expert,1,True,3500947,5210163,1040472,7392,0,274614,0,0,1331796,1040,0,288.75676647783473,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,8,flat_butterfly,table_based,wormhole,4,nearest,load_aware
106,-698634.812,4,block,4,True,436635,648243,518200,3449,2106,22098,0,0,190731,212,0,252.3784973278843,1.0,cube,16,27,5,torus2d,xy,wormhole,2,8,flat_butterfly,ugal,wormhole,2,load_aware,load_aware
107,-4347599.040000001,16,hybrid_nk,4,True,3810370,5210163,1040472,7392,0,155136,0,0,6442368,1040,0,10.018169112508735,0.4839772386942198,cube,16,27,5,flat_butterfly,ugal,credit_vc,4,8,flat_butterfly,ugal,credit_vc,1,load_aware,load_aware
108,-2345310.048,16,block,1,False,1785581,2629698,1040472,9363,0,376191,3,0,968352,1048,0,199.89193899782134,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,1,8,flat_butterfly,table_based,wormhole,4,nearest,round_robin
109,-4293265.44,16,hybrid_nk,2,True,3537694,5210163,1040472,7392,0,2338560,0,0,803508,1040,0,67.08581933650873,1.0,cube,16,27,5,mesh2d,table_based,wormhole,1,4,mesh2d,table_based,wormhole,4,load_aware,load_aware
110,-216356.41599999997,4,k_split,7,False,129332,105154,149059,3942,4126,117063,0,0,439140,216,0,45.63269482180413,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,16,flat_butterfly,ugal,wormhole,4,nearest,round_robin
111,-195617.916,4,k_split,7,False,119979,105154,149059,3942,8240,3208,0,0,698940,216,0,163.9738562091503,0.6552287581699346,cube,16,27,5,flat_butterfly,xy,wormhole,4,8,mesh2d,table_based,wormhole,8,nearest,round_robin
112,-224383.716,4,col,7,True,147863,188687,149294,3942,4812,10851,0,0,434811,216,0,36.6365171359467,0.49518550632044905,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,16,flat_butterfly,table_based,credit_vc,4,load_aware,round_robin
113,-731744.994,4,hybrid_nk,2,True,453944,657459,517944,4681,10402,178926,0,0,130515,194,0,69.55605614278288,1.0,cube,16,27,5,mesh2d,xy,credit_vc,1,8,flat_butterfly,ugal,credit_vc,1,nearest,nearest
114,-2339448.048,16,streaming,7,False,1800068,2629698,1040472,9363,0,172704,0,0,5434788,1048,0,105.10814349306101,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,4,8,flat_butterfly,ugal,wormhole,2,nearest,round_robin
115,-4090510.448,16,expert,1,True,3532966,5210163,1040472,9363,0,354348,0,0,1970868,1048,0,74.43820120537784,1.0,cube,16,27,5,torus2d,xy,credit_vc,4,8,flat_butterfly,table_based,wormhole,1,load_aware,round_robin
116,-4059758.048,16,k_split,4,True,3520378,5210163,1040472,9363,0,172704,0,0,5434788,1048,0,105.10814349306101,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,16,mesh2d,table_based,wormhole,1,nearest,round_robin
117,-1230943.616,4,block,1,False,708391,657474,1034712,3942,0,44080,0,0,190158,216,0,127.53232724384432,1.0,cube,16,27,5,torus2d,table_based,wormhole,2,16,mesh2d,table_based,wormhole,4,load_aware,round_robin
118,-242743.41599999997,4,k_split,7,False,164812,105154,149059,3942,16469,26133,0,0,782979,216,0,15.12663689635031,0.49239726414561075,cube,16,27,5,torus2d,ugal,credit_vc,4,8,flat_butterfly,table_based,wormhole,4,load_aware,round_robin
119,-4224076.447999999,16,col,4,True,3532858,5210163,1040472,9363,0,1691088,0,0,544248,1048,0,74.62502323852017,1.0,cube,16,27,5,torus2d,xy,wormhole,1,8,mesh2d,xy,wormhole,8,load_aware,round_robin
120,-405052.61600000004,4,hybrid_nk,4,True,256102,334899,259560,3942,15606,183820,0,0,792441,216,0,27.93375086986778,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,8,mesh2d,xy,wormhole,8,nearest,round_robin
121,-2340164.956,16,expert,1,False,1785044,2629698,1040472,7638,0,333564,0,0,1866120,956,0,206.80473982483255,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,8,mesh2d,ugal,credit_vc,4,load_aware,nearest
122,-4035846.848,16,expert,1,True,3505102,5210163,1040472,9363,0,86352,0,0,5434788,1048,0,210.21628698612201,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,8,mesh2d,ugal,wormhole,4,nearest,round_robin
123,-325851.716,4,entwined_ring,4,False,194957,164418,259944,3942,1598,1341,0,0,833820,216,0,43.039511070605265,0.07189192087063744,cube,16,27,5,flat_butterfly,ugal,credit_vc,4,4,flat_butterfly,table_based,credit_vc,1,nearest,round_robin
124,-4035476.04,16,streaming,7,True,3504442,5210163,1040472,7392,0,93186,0,0,6603036,1040,0,219.7088122605364,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,8,mesh2d,ugal,wormhole,4,load_aware,load_aware
125,-2332966.84,16,streaming,1,False,1790132,2629698,1040472,7392,0,211194,0,0,2148660,1040,0,155.76561893674815,1.0,cube,16,27,5,torus2d,table_based,credit_vc,4,8,mesh2d,table_based,wormhole,4,nearest,load_aware
126,-364037.794,4,streaming,2,False,232053,334914,259036,4681,2402,15304,0,0,444195,194,0,316.69270216962525,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,4,4,mesh2d,xy,credit_vc,8,load_aware,nearest
127,-621575.412,4,entwined_ring,2,False,360904,328770,518200,3449,4256,8814,0,0,757602,212,0,85.99143101970866,0.9440874035989717,cube,16,27,5,flat_butterfly,table_based,wormhole,4,16,mesh2d,table_based,credit_vc,4,load_aware,load_aware
128,-2313180.5560000003,16,hybrid_nk,2,False,1786211,2629698,1040472,7638,0,52050,0,0,5944080,956,0,192.34884696016772,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,4,16,flat_butterfly,table_based,wormhole,2,nearest,nearest
129,-2332346.956,16,row,1,False,1783958,2629698,1040472,7638,0,266244,0,0,2522100,956,0,222.35590638415732,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,8,flat_butterfly,ugal,credit_vc,8,load_aware,nearest
130,-1288234.416,4,block,1,False,756675,657474,1034712,3942,0,134148,0,0,458196,216,0,14.709247146338335,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,16,mesh2d,table_based,wormhole,4,nearest,round_robin
131,-1398175.894,4,row,1,True,877436,1302579,1034712,4681,0,24463,12,0,469587,194,0,162.05409769882922,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,flat_butterfly,xy,credit_vc,1,nearest,nearest
132,-2319436.8479999998,16,streaming,2,False,1787303,2629698,1040472,9363,0,100242,0,0,3548988,1048,0,180.53994490358127,1.0,cube,16,27,5,torus2d,ugal,credit_vc,4,4,mesh2d,table_based,credit_vc,2,load_aware,round_robin
133,-208065.11599999998,4,entwined_ring,7,True,131536,188687,149294,3942,1828,10932,3,0,375081,216,0,143.71929824561403,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,4,mesh2d,ugal,wormhole,8,load_aware,round_robin
134,-4050147.548,16,block,4,True,3500599,5210163,1040472,9363,0,274389,0,0,1321944,1048,0,298.0844704353476,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,16,mesh2d,xy,wormhole,4,nearest,round_robin
135,-4118008.4480000003,16,entwined_ring,4,True,3511342,5210163,1040472,9363,0,845556,12,0,544224,1048,0,149.25004647704034,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,flat_butterfly,xy,credit_vc,4,load_aware,round_robin
136,-2509089.04,16,block,1,False,1812548,2629698,1040472,7392,0,1748256,0,0,548256,1040,0,74.62502323852017,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,16,mesh2d,ugal,wormhole,2,load_aware,load_aware
137,-2369106.64,16,col,4,False,1798076,2629698,1040472,7392,0,492840,312,0,2174988,1040,0,112.43921568627451,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,flat_butterfly,table_based,wormhole,8,load_aware,load_aware
138,-1231992.694,4,row,1,False,712572,657474,1034712,4681,0,11271,12,0,839325,194,0,76.63382970599466,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,table_based,credit_vc,2,nearest,nearest
139,-2445561.04,16,col,2,False,1814000,2629698,1040472,7392,0,1098456,0,0,1331796,1040,0,72.18919161945868,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,4,flat_butterfly,ugal,credit_vc,8,load_aware,load_aware
140,-355719.416,4,entwined_ring,4,True,222814,325683,259944,3942,3194,21436,12,0,414135,216,0,171.9828620394173,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,mesh2d,table_based,credit_vc,1,load_aware,round_robin
141,-4049632.448,16,entwined_ring,2,True,3504682,5210163,1040472,9363,0,228408,0,0,1966992,1048,0,216.15939687668282,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,2,8,flat_butterfly,ugal,credit_vc,2,load_aware,round_robin
142,-702505.794,4,entwined_ring,2,True,440939,651315,518200,4681,1064,15304,0,0,444195,194,0,316.69270216962525,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,8,flat_butterfly,table_based,wormhole,2,nearest,nearest
143,-4031228.34,16,k_split,4,True,3497218,5210163,1040472,7392,0,122949,0,0,2180952,1040,0,449.75686274509803,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,16,mesh2d,xy,credit_vc,1,nearest,load_aware
144,-1397221.112,4,streaming,1,True,875931,1302579,1034712,3449,0,32441,0,0,135294,212,0,286.41312879058154,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,1,8,mesh2d,xy,credit_vc,4,nearest,load_aware
145,-2368049.4480000003,16,hybrid_nk,2,False,1791062,2629698,1040472,9363,0,548778,0,0,1321944,1048,0,149.0422352176738,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,8,mesh2d,table_based,credit_vc,8,load_aware,round_robin
146,-2335377.256,16,entwined_ring,4,False,1777154,2629698,1040472,7638,0,364587,0,0,450396,956,0,461.7865976416451,1.0,cube,16,27,5,torus2d,xy,wormhole,1,8,flat_butterfly,xy,credit_vc,4,nearest,nearest
147,-207531.716,4,entwined_ring,7,True,129892,188687,149294,3942,1828,22040,1,0,190158,216,0,255.1051795360661,1.0,cube,16,27,5,torus2d,xy,wormhole,2,4,mesh2d,ugal,wormhole,1,nearest,round_robin
148,-4152403.44,16,entwined_ring,1,True,3513760,5210163,1040472,7392,0,1169280,0,0,803508,1040,0,134.17163867301747,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,1,8,flat_butterfly,xy,credit_vc,2,nearest,load_aware
149,-2347866.5560000003,16,row,1,False,1784348,2629698,1040472,7638,0,417540,0,0,1030956,956,0,216.5091693635383,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,8,flat_butterfly,ugal,wormhole,4,load_aware,nearest
150,-316305.916,4,streaming,4,True,280435,334899,64938,3942,14406,26133,0,0,782979,216,0,15.12663689635031,0.49239726414561075,cube,16,27,5,torus2d,ugal,wormhole,4,4,mesh2d,xy,wormhole,8,load_aware,round_robin
151,-622707.0160000001,4,hybrid_nk,2,False,362786,334914,517944,3942,5202,1604,0,0,698940,216,0,327.9477124183006,0.6552287581699346,cube,16,27,5,flat_butterfly,xy,wormhole,4,16,flat_butterfly,ugal,wormhole,8,load_aware,round_robin
152,-2596921.248,16,k_split,2,False,1820276,2629698,1040472,9363,0,2545356,0,0,804072,1048,0,63.26367218282112,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,1,16,mesh2d,xy,wormhole,2,nearest,round_robin
153,-1241707.212,4,expert,1,False,714822,657474,1034712,3449,0,88392,0,0,190731,212,0,63.08470847084708,1.0,cube,16,27,5,torus2d,xy,wormhole,2,16,mesh2d,table_based,wormhole,1,nearest,load_aware
154,-2356021.156,16,block,1,False,1780247,2629698,1040472,7638,0,540096,0,0,667680,956,0,299.2511415525114,1.0,cube,16,27,5,mesh2d,xy,credit_vc,1,4,flat_butterfly,ugal,wormhole,8,nearest,nearest
155,-4090510.448,16,streaming,2,True,3532966,5210163,1040472,9363,0,354348,0,0,1970868,1048,0,74.43820120537784,1.0,cube,16,27,5,torus2d,table_based,credit_vc,4,16,mesh2d,ugal,wormhole,8,load_aware,round_robin
156,-1229672.3159999999,4,k_split,1,False,706092,657474,1034712,3942,0,54357,0,0,118128,216,0,200.9049049049049,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,16,mesh2d,xy,credit_vc,8,load_aware,round_robin
157,-719838.6939999999,4,block,4,True,445552,648243,518200,4681,8406,142503,0,0,201906,194,0,64.92123564612648,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,16,flat_butterfly,xy,credit_vc,8,load_aware,nearest
158,-374607.294,4,col,4,True,236709,325683,259944,4681,4206,69899,0,0,762441,194,0,43.2481818671551,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,2,4,flat_butterfly,ugal,credit_vc,4,load_aware,nearest
159,-207304.716,4,hybrid_nk,7,False,129344,104514,148824,3942,17840,27601,0,0,782823,216,0,108.430037817396,1.0,cube,16,27,5,mesh2d,table_based,wormhole,4,4,mesh2d,table_based,credit_vc,1,load_aware,round_robin
160,-2345250.648,16,k_split,7,False,1790180,2629698,1040472,9363,0,329610,0,0,847164,1048,0,155.40379403794037,1.0,cube,16,27,5,torus2d,xy,credit_vc,2,4,flat_butterfly,ugal,credit_vc,2,nearest,round_robin
161,-4076331.156,16,streaming,7,True,3500557,5210163,1040472,7638,0,540096,0,0,667680,956,0,299.2511415525114,1.0,cube,16,27,5,mesh2d,xy,wormhole,1,16,flat_butterfly,ugal,credit_vc,4,load_aware,nearest
162,-1233696.494,4,row,1,False,708279,657474,1034712,4681,0,71251,0,0,201906,194,0,129.84247129225295,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,8,mesh2d,xy,credit_vc,8,load_aware,nearest
163,-2340164.956,16,streaming,1,False,1785044,2629698,1040472,7638,0,333564,0,0,1866120,956,0,206.80473982483255,1.0,cube,16,27,5,torus2d,xy,wormhole,4,16,flat_butterfly,xy,credit_vc,4,nearest,nearest
164,-2328168.5560000003,16,entwined_ring,4,False,1782347,2629698,1040472,7638,0,240570,0,0,1968120,956,0,250.27386797599564,1.0,cube,16,27,5,torus2d,ugal,credit_vc,2,8,mesh2d,ugal,wormhole,2,load_aware,nearest
165,-2399171.7399999998,16,streaming,2,False,1793993,2629698,1040472,7392,0,834633,0,0,1571280,1040,0,131.19516280589943,1.0,cube,16,27,5,torus2d,ugal,wormhole,1,8,mesh2d,table_based,credit_vc,1,load_aware,load_aware
166,-269476.316,4,streaming,4,True,234568,334899,64938,3942,7206,16507,0,0,416475,216,0,120.76052948255115,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,4,mesh2d,ugal,credit_vc,8,load_aware,round_robin
167,-2303282.7399999998,16,streaming,7,False,1776908,2629698,1040472,7392,0,46593,0,0,6603036,1040,0,439.4176245210728,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,4,16,mesh2d,xy,credit_vc,4,nearest,load_aware
168,-319839.212,4,entwined_ring,4,False,181292,164418,259944,3449,1598,78852,0,0,169863,212,0,160.9494787489976,1.0,cube,16,27,5,mesh2d,xy,credit_vc,1,8,mesh2d,ugal,wormhole,8,load_aware,load_aware
169,-1261282.0159999998,4,hybrid_nk,1,False,717857,657474,1034712,3942,0,252804,0,0,539652,216,0,50.93686948797665,1.0,cube,16,27,5,mesh2d,ugal,wormhole,1,4,mesh2d,ugal,wormhole,4,load_aware,round_robin
170,-4120470.2399999998,16,hybrid_nk,7,True,3511342,5210163,1040472,7392,0,874128,0,0,548256,1040,0,149.25004647704034,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,mesh2d,table_based,credit_vc,1,load_aware,load_aware
171,-709771.994,4,k_split,2,True,447356,657459,518072,4681,4802,24436,0,0,469557,194,0,162.05409769882922,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,16,mesh2d,ugal,credit_vc,2,load_aware,nearest
172,-1227104.394,4,row,1,False,706777,657474,1034712,4681,0,20349,1,0,183744,194,0,404.23766364551864,1.0,cube,16,27,5,torus2d,xy,credit_vc,2,4,mesh2d,table_based,credit_vc,2,load_aware,nearest
173,-1229199.0939999998,4,streaming,1,False,709678,657474,1034712,4681,0,12287,0,0,509769,194,0,105.88446320232129,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,2,16,flat_butterfly,table_based,credit_vc,4,load_aware,nearest
174,-718722.5120000001,4,block,4,True,443162,648243,518200,3449,4206,157705,0,0,169863,212,0,80.4747393744988,1.0,cube,16,27,5,mesh2d,xy,wormhole,1,4,mesh2d,table_based,wormhole,8,nearest,load_aware
175,-2357139.04,16,entwined_ring,2,False,1783418,2629698,1040472,7392,0,520056,0,0,730392,1040,0,230.99295065458207,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,16,flat_butterfly,xy,credit_vc,4,load_aware,load_aware
176,-1226599.794,4,hybrid_nk,1,False,706777,657474,1034712,4681,0,15304,0,0,444195,194,0,316.69270216962525,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,16,flat_butterfly,ugal,wormhole,8,load_aware,nearest
177,-1396658.394,4,col,1,True,877163,1302579,1034712,4681,0,12030,0,0,503346,194,0,263.04587155963304,1.0,cube,16,27,5,torus2d,xy,wormhole,4,4,mesh2d,ugal,wormhole,1,nearest,nearest
178,-4118006.048,16,expert,1,True,3511342,5210163,1040472,9363,0,845544,0,0,544248,1048,0,149.25004647704034,1.0,cube,16,27,5,torus2d,xy,credit_vc,1,8,flat_butterfly,ugal,credit_vc,8,nearest,round_robin
179,-222475.81199999998,4,hybrid_nk,7,True,144128,196659,148824,3449,8926,32454,4,0,134370,212,0,286.41312879058154,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,flat_butterfly,table_based,wormhole,2,load_aware,load_aware
180,-4066005.84,16,block,1,True,3500584,5210163,1040472,7392,0,437064,0,0,548256,1040,0,298.5000929540807,1.0,cube,16,27,5,torus2d,xy,wormhole,1,16,mesh2d,xy,credit_vc,4,nearest,load_aware
181,-2353004.9560000002,16,streaming,2,False,1789868,2629698,1040472,7638,0,413718,6,0,1110588,956,0,157.78616352201257,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,1,8,mesh2d,ugal,wormhole,4,load_aware,nearest
182,-2317351.756,16,expert,1,False,1784252,2629698,1040472,7638,0,113160,192,0,7632804,956,0,217.9196525515744,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,ugal,credit_vc,8,load_aware,nearest
183,-2335380.856,16,hybrid_nk,2,False,1777154,2629698,1040472,7638,0,364617,6,0,450396,956,0,461.38850574712643,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,flat_butterfly,xy,credit_vc,2,load_aware,nearest
184,-703666.716,4,entwined_ring,2,True,440519,651315,518200,3942,1064,32591,0,0,163395,216,0,188.41023233982634,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,1,8,flat_butterfly,ugal,credit_vc,4,nearest,round_robin
185,-2367232.8479999998,16,block,1,False,1799228,2629698,1040472,9363,0,458640,312,0,1960224,1048,0,108.07969843834141,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,mesh2d,table_based,credit_vc,8,nearest,round_robin
186,-4064970.848,16,col,7,True,3500584,5210163,1040472,9363,0,422772,0,0,544248,1048,0,298.5000929540807,1.0,cube,16,27,5,torus2d,xy,credit_vc,1,8,mesh2d,xy,wormhole,4,load_aware,round_robin
187,-4059410.64,16,k_split,2,True,3519058,5210163,1040472,7392,0,186372,0,0,6603036,1040,0,109.8544061302682,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,16,flat_butterfly,ugal,credit_vc,2,load_aware,load_aware
188,-4088706.2399999998,16,row,1,True,3512068,5210163,1040472,7392,0,549228,0,0,1331796,1040,0,144.37838323891737,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,8,mesh2d,xy,wormhole,1,nearest,load_aware
189,-4049632.448,16,expert,1,True,3504682,5210163,1040472,9363,0,228408,0,0,1966992,1048,0,216.15939687668282,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,16,mesh2d,xy,wormhole,8,nearest,round_robin
190,-2345250.648,16,col,1,False,1790180,2629698,1040472,9363,0,329610,0,0,847164,1048,0,155.40379403794037,1.0,cube,16,27,5,torus2d,xy,wormhole,2,16,mesh2d,ugal,credit_vc,1,nearest,round_robin
191,-4027567.656,16,row,1,True,3497464,5210163,1040472,7638,0,83391,0,0,1866120,956,0,827.2189592993302,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,16,flat_butterfly,ugal,wormhole,1,nearest,nearest
192,-1409413.716,4,block,1,True,891135,1302579,1034712,3942,0,1341,0,0,833820,216,0,43.039511070605265,0.07189192087063744,cube,16,27,5,flat_butterfly,ugal,wormhole,4,16,mesh2d,ugal,wormhole,2,nearest,round_robin
193,-1224343.0159999998,4,entwined_ring,1,False,706038,657474,1034712,3942,0,1604,0,0,698940,216,0,327.9477124183006,0.6552287581699346,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,8,mesh2d,xy,credit_vc,2,nearest,round_robin
194,-4229399.040000001,16,hybrid_nk,4,True,3532858,5210163,1040472,7392,0,1748256,0,0,548256,1040,0,74.62502323852017,1.0,cube,16,27,5,torus2d,xy,wormhole,1,16,flat_butterfly,ugal,wormhole,1,load_aware,load_aware
195,-167929.51599999997,4,streaming,7,False,105934,105154,21292,3942,8240,505609,0,0,539652,216,0,25.468434743988325,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,1,8,mesh2d,table_based,credit_vc,2,nearest,round_robin
196,-1244681.212,4,row,1,False,715054,657474,1034712,3449,0,115812,0,0,390309,212,0,61.955240006173796,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,4,flat_butterfly,xy,wormhole,2,load_aware,load_aware
197,-2327447.656,16,block,1,False,1777460,2629698,1040472,7638,0,282150,81,0,801888,956,0,404.23766364551864,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,4,mesh2d,ugal,credit_vc,8,load_aware,nearest
198,-4040109.84,16,col,7,True,3499885,5210163,1040472,7392,0,185094,0,0,843840,1040,0,319.2428670842032,1.0,cube,16,27,5,torus2d,xy,wormhole,2,16,mesh2d,ugal,wormhole,8,nearest,load_aware
199,-1240568.916,4,k_split,1,False,716904,657474,1034712,3942,0,55203,0,0,782823,216,0,54.215018908698,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,16,flat_butterfly,xy,wormhole,4,nearest,round_robin
